filename,width,height,class,xmin,ymin,xmax,ymax
raccoon-55_jpg.rf.0152e22d742e08dad37a60772298e7fa.jpg,640,640,Raccoon,275,74,567,620
raccoon-55_jpg.rf.0152e22d742e08dad37a60772298e7fa.jpg,640,640,Raccoon,26,78,247,491
raccoon-60_jpg.rf.07cf255346c93cfbb41e9ea61e96e4e9.jpg,640,640,Raccoon,176,135,455,401
raccoon-35_jpg.rf.0bfda34f9404781415aab52eccfdf050.jpg,640,640,Raccoon,1,2,367,635
raccoon-34_jpg.rf.003364f4d9be4086c76aa65190343c0b.jpg,640,640,Raccoon,43,33,557,640
raccoon-83_jpg.rf.1b3569c825fa42727cb823f07091e984.jpg,640,640,Raccoon,142,15,488,563
raccoon-95_jpg.rf.1f4b8d0f8203ff665dc18bea1e9d034f.jpg,640,640,Raccoon,163,106,463,393
raccoon-32_jpg.rf.080a13c5b5abd36e0179f27e4501f2fd.jpg,640,640,Raccoon,130,153,479,495
raccoon-17_jpg.rf.0674b16efe7b435162ffbdee0f3d54fc.jpg,640,640,Raccoon,232,213,407,379
raccoon-28_jpg.rf.06b8ef7e73b68ccc773a6d7230db38a1.jpg,640,640,Raccoon,134,115,638,518
raccoon-63_jpg.rf.0dd2fb1aabf0027cddfdbeb1b1d6bc27.jpg,640,640,Raccoon,296,162,427,463
raccoon-63_jpg.rf.0dd2fb1aabf0027cddfdbeb1b1d6bc27.jpg,640,640,Raccoon,133,157,295,456
raccoon-44_jpg.rf.1ceafe0040f6b82e4444d6be404a70fd.jpg,640,640,Raccoon,150,53,536,621
raccoon-26_jpg.rf.2334bc69cd6ba6007a976c8bb74d69aa.jpg,640,640,Raccoon,290,27,640,532
raccoon-5_jpg.rf.2489bc5089f648acdb020c9c735a37c7.jpg,640,640,Raccoon,6,12,577,618
raccoon-99_jpg.rf.24c83c64fa292115fa86afe63cb32d8a.jpg,640,640,Raccoon,54,142,303,630
raccoon-99_jpg.rf.24c83c64fa292115fa86afe63cb32d8a.jpg,640,640,Raccoon,518,50,620,219
raccoon-50_jpg.rf.253b77e7ae282e481a85cb11574d0810.jpg,640,640,Raccoon,152,7,359,598
raccoon-49_jpg.rf.27de7d951055407eeb5333374ad0c0c7.jpg,640,640,Raccoon,194,127,612,638
raccoon-91_jpg.rf.296b688d200edd145626ea576ee0b737.jpg,640,640,Raccoon,102,29,549,599
raccoon-4_jpg.rf.29f080bf4fd1783f0d1412ecbe390a47.jpg,640,640,Raccoon,128,70,486,636
raccoon-48_jpg.rf.2b914f1398ef30e76107324873e35817.jpg,640,640,Raccoon,134,87,570,561
raccoon-97_jpg.rf.2b08f0e90f1e5f79f91f21bbd30feca2.jpg,640,640,Raccoon,3,79,414,439
raccoon-31_jpg.rf.341aa9f5cf840a0b53ae33a600d03154.jpg,640,640,0,233,61,488,576
raccoon-31_jpg.rf.341aa9f5cf840a0b53ae33a600d03154.jpg,640,640,Raccoon,53,178,205,402
raccoon-45_jpg.rf.307646a84fd4c3f7938687ca13399537.jpg,640,640,Raccoon,168,9,454,635
raccoon-84_jpg.rf.348f8c93aa3ca515757fe10a19ea0a1a.jpg,640,640,Raccoon,105,73,483,640
raccoon-82_jpg.rf.3800507653f886f5478956ce929f6a53.jpg,640,640,Raccoon,37,6,521,640
raccoon-11_jpg.rf.398901f513977648b4cf75bd6fe87e37.jpg,640,640,Raccoon,3,4,416,636
raccoon-12_jpg.rf.407f8b48c559fc72e5fdafce17047003.jpg,640,640,Raccoon,131,73,289,581
raccoon-12_jpg.rf.407f8b48c559fc72e5fdafce17047003.jpg,640,640,Raccoon,305,129,565,637
raccoon-18_jpg.rf.3c742f8c39ab82f44b29190617e51d87.jpg,640,640,Raccoon,99,164,485,492
raccoon-36_jpg.rf.44c4c0cbd2a02707a9660b2f1b6943cc.jpg,640,640,Raccoon,150,55,469,636
raccoon-3_jpg.rf.45081d40c5d580436ba51b6318c924aa.jpg,640,640,Raccoon,3,2,597,634
raccoon-6_jpg.rf.4f0dd85ab65dd0835e2bc360a77019f3.jpg,640,640,Raccoon,5,78,392,551
raccoon-65_jpg.rf.485745253f90c52aebbd9c79c0e25965.jpg,640,640,Raccoon,183,47,431,495
raccoon-73_jpg.rf.51947b4116548a99ddc685a76382fbfa.jpg,640,640,Raccoon,181,56,609,580
raccoon-38_jpg.rf.5be5f56555a166759d7dd149b424d2b4.jpg,640,640,Raccoon,26,97,634,579
raccoon-92_jpg.rf.5d119600b38b0d50dea450bc1c19913a.jpg,640,640,Raccoon,27,45,494,516
raccoon-16_jpg.rf.6130831cf971d77ab47a9c124cc82837.jpg,640,640,Raccoon,93,180,514,635
